Latitude,Longitude,Depth,Magnitude,No,Cluster
0.447,0.726,0.012,0.352,44292,0
0.661,0.587,0.211,0.418,44293,3
0.885,0.679,0.012,0.414,44294,1
0.174,0.264,0.019,0.296,44295,0
0.411,0.131,0.044,0.663,44296,1
0.019,0.441,0.023,0.348,44297,0
0.836,0.716,0.196,0.453,44298,3
0.508,0.556,0.012,0.302,44299,0
0.234,0.789,0.028,0.452,44300,1
0.404,0.133,0.013,0.557,44301,1
0.644,0.616,0.123,0.515,44302,1
0.232,0.17,0.037,0.47,44303,1
0.472,0.153,0.171,0.574,44304,3
0.957,0.004,0.084,0.364,44305,0
0.739,0.314,1.0,0.763,44306,2
0.389,0.16,0.015,0.378,44307,0
0.512,0.595,0.012,0.324,44308,0
0.504,0.952,0.012,0.332,44309,0
0.408,0.125,0.012,0.402,44310,0
0.751,0.775,0.559,0.59,44311,2
0.17,0.457,0.343,0.349,44312,3
0.765,0.688,0.012,0.408,44313,1
0.482,0.969,0.012,0.604,44314,1
0.276,0.766,0.243,0.535,44315,3
0.151,0.335,0.012,0.631,44316,1
0.661,0.558,0.095,0.386,44317,0
0.065,0.285,0.012,0.519,44318,1
0.493,0.742,0.012,0.337,44319,0
0.099,0.525,0.085,0.35,44320,0
0.403,0.136,0.012,0.357,44321,0
0.91,0.61,0.562,0.48,44322,2
0.542,0.557,0.012,0.398,44323,0
0.933,0.013,0.072,0.251,44324,0
0.074,0.287,0.012,0.597,44325,1
0.069,0.287,0.012,0.601,44326,1
0.459,0.971,0.012,0.293,44327,0
0.174,0.267,0.012,0.496,44328,1
0.18,0.356,0.186,0.522,44329,3
0.247,0.451,0.306,0.686,44330,3
0.875,0.026,0.049,0.266,44331,0
0.406,0.129,0.02,0.582,44332,1
0.408,0.13,0.017,0.469,44333,1
0.166,0.491,0.308,0.433,44334,3
0.077,0.522,0.013,0.456,44335,1
0.449,0.784,0.049,0.331,44336,0
0.926,0.633,0.323,0.646,44337,3
0.45,0.193,0.005,0.648,44338,1
0.43,0.794,0.097,0.459,44339,1
0.754,0.703,0.104,0.418,44340,1
0.069,0.522,0.012,0.468,44341,1
0.802,0.695,0.012,0.424,44342,1
0.88,0.686,0.024,0.528,44343,1
0.171,0.441,0.012,0.408,44344,1
0.338,0.812,0.087,0.467,44345,1
0.742,0.684,0.012,0.509,44346,1
0.077,0.521,0.012,0.351,44347,0
0.476,0.53,0.012,0.227,44348,0
0.133,0.576,0.195,0.42,44349,3
0.255,0.208,0.069,0.623,44350,1
0.392,0.132,0.012,0.532,44351,1
0.345,0.173,0.02,0.502,44352,1
0.6,0.847,0.012,0.401,44353,0
0.447,0.725,0.012,0.327,44354,0
0.934,0.025,0.012,0.256,44355,0
0.668,0.578,0.223,0.377,44356,3
0.823,0.735,0.012,0.437,44357,1
0.747,0.715,0.012,0.282,44358,0
0.477,0.956,0.013,0.302,44359,0
0.736,0.693,0.134,0.451,44360,3
0.492,0.749,0.012,0.401,44361,0
0.661,0.724,0.012,0.41,44362,1
0.673,0.56,0.084,0.357,44363,0
0.522,0.098,0.012,0.411,44364,1
0.779,0.699,0.012,0.511,44365,1
0.365,0.374,0.012,0.674,44366,1
0.736,0.681,0.028,0.358,44367,0
0.687,0.104,0.179,0.349,44368,3
0.3,0.772,0.037,0.503,44369,1
0.715,0.581,0.012,0.421,44370,1
0.748,0.684,0.012,0.45,44371,1
0.749,0.681,0.095,0.487,44372,1
0.287,0.769,0.199,0.44,44373,3
0.551,0.554,0.012,0.295,44374,0
0.639,0.587,0.351,0.25,44375,3
0.542,0.548,0.012,0.27,44376,0
0.475,0.773,0.012,0.286,44377,0
0.09,0.526,0.06,0.325,44378,0
0.473,0.956,0.013,0.411,44379,1
0.487,0.747,0.012,0.378,44380,0
0.888,0.017,0.012,0.458,44381,1
0.246,0.785,0.012,0.516,44382,1
0.115,0.422,0.047,0.331,44383,0
0.066,0.522,0.012,0.468,44384,1
0.225,0.271,0.012,0.273,44385,0
0.726,0.685,0.012,0.523,44386,1
0.055,0.506,0.012,0.391,44387,0
0.423,0.981,0.029,0.422,44388,1
0.791,0.701,0.012,0.388,44389,0
0.391,0.848,0.079,0.449,44390,1
0.116,0.423,0.077,0.266,44391,0
0.485,0.16,0.263,0.451,44392,3
0.833,0.098,1.0,0.386,44393,2
0.391,0.155,0.036,0.345,44394,0
0.234,0.758,0.235,0.462,44395,3
0.435,0.724,0.023,0.232,44396,0
0.081,0.523,0.012,0.376,44397,0
0.475,0.532,0.013,0.293,44398,0
0.233,0.226,0.012,0.427,44399,1
0.602,0.789,0.013,0.36,44400,0
0.75,0.697,0.087,0.391,44401,0
0.522,0.903,0.02,0.549,44402,1
0.646,0.592,0.31,0.376,44403,3
0.796,0.728,0.298,0.494,44404,3
0.987,0.517,0.012,0.612,44405,1
0.386,0.13,0.016,0.577,44406,1
0.489,0.498,0.375,0.387,44407,3
0.719,0.698,0.176,0.364,44408,3
0.781,0.7,0.103,0.583,44409,1
0.178,0.259,0.012,0.383,44410,0
0.836,0.033,0.012,0.393,44411,0
0.65,0.654,0.012,0.584,44412,1
0.573,0.538,0.012,0.229,44413,0
0.607,0.09,0.012,0.275,44414,0
0.092,0.415,0.012,0.402,44415,0
0.671,0.072,0.043,0.392,44416,0
0.663,0.589,0.187,0.291,44417,3
0.678,0.081,0.012,0.393,44418,0
0.66,0.585,0.272,0.282,44419,3
0.491,0.75,0.012,0.51,44420,1
0.702,0.548,0.877,0.535,44421,2
0.13,0.527,0.148,0.422,44422,3
0.741,0.574,0.012,0.653,44423,1
0.491,0.75,0.012,0.431,44424,1
0.459,0.967,0.104,0.494,44425,1
0.494,0.749,0.012,0.36,44426,0
0.17,0.609,0.012,0.445,44427,1
0.131,0.353,0.099,0.542,44428,1
0.432,0.388,1.0,0.567,44429,2
0.719,0.068,0.012,0.377,44430,0
0.868,0.054,0.012,0.326,44431,0
0.421,0.704,0.307,0.607,44432,3
0.476,0.529,0.012,0.315,44433,0
0.372,0.423,0.268,0.682,44434,3
0.676,0.067,0.3,0.661,44435,3
0.942,0.023,0.012,0.325,44436,0
0.471,0.959,0.025,0.423,44437,1
0.181,0.595,0.323,0.446,44438,3
0.448,0.982,0.012,0.532,44439,1
0.088,0.602,0.012,0.246,44440,0
0.744,0.686,0.012,0.36,44441,0
0.344,0.987,0.044,0.581,44442,1
0.054,0.308,0.012,0.507,44443,1
0.554,0.547,0.012,0.255,44444,0
0.365,0.308,0.064,0.672,44445,1
0.718,0.348,0.012,0.653,44446,1
0.17,0.519,0.012,0.473,44447,1
0.141,0.508,0.154,0.331,44448,0
0.459,0.782,0.012,0.559,44449,1
0.751,0.367,0.829,0.525,44450,2
0.826,0.015,0.039,0.597,44451,1
0.17,0.519,0.015,0.432,44452,1
0.916,0.03,0.344,0.652,44453,3
0.301,0.649,1.0,0.502,44454,2
0.176,0.257,0.019,0.319,44455,0
0.18,0.609,0.316,0.423,44456,3
0.676,0.679,0.144,0.563,44457,1
0.084,0.515,0.012,0.332,44458,0
0.313,0.57,0.19,0.691,44459,1
0.484,0.964,0.012,0.424,44460,1
0.235,0.237,0.02,0.296,44461,0
0.138,0.374,0.019,0.335,44462,0
0.126,0.38,0.04,0.347,44463,0
0.078,0.522,0.012,0.362,44464,0
0.953,0.026,0.012,0.315,44465,0
0.055,0.526,0.012,0.378,44466,0
0.121,0.335,0.019,0.284,44467,0
0.702,0.713,0.012,0.293,44468,0
0.61,0.807,0.015,0.343,44469,0
0.181,0.489,0.012,0.405,44470,1
0.173,0.49,0.108,0.328,44471,0
0.725,0.582,0.013,0.509,44472,1
0.475,0.772,0.017,0.587,44473,1
0.475,0.772,0.012,0.398,44474,0
0.472,0.771,0.012,0.326,44475,0
0.173,0.502,0.036,0.36,44476,0
0.08,0.439,0.012,0.328,44477,0
0.113,0.326,0.012,0.46,44478,1
0.331,0.989,0.019,0.609,44479,1
0.651,0.693,0.121,0.488,44480,1
0.474,0.772,0.012,0.455,44481,1
0.931,0.026,0.012,0.322,44482,0
0.29,0.197,0.019,0.321,44483,0
0.641,0.077,0.107,0.357,44484,0
0.725,0.689,0.017,0.424,44485,1
0.58,0.547,0.012,0.31,44486,0
0.851,0.668,0.206,0.489,44487,3
0.439,0.979,0.012,0.478,44488,1
0.107,0.54,0.013,0.501,44489,1
0.487,0.977,0.012,0.483,44490,1
0.512,0.968,0.012,0.455,44491,1
0.539,0.117,0.013,0.372,44492,0
0.232,0.259,0.012,0.249,44493,0
0.886,0.031,0.081,0.326,44494,0
0.375,0.162,0.077,0.567,44495,1
0.183,0.337,0.024,0.297,44496,0
0.441,0.88,0.033,0.495,44497,1
0.095,0.368,0.012,0.488,44498,1
0.878,0.039,0.012,0.339,44499,0
0.591,0.618,0.012,0.31,44500,0
0.252,0.727,0.34,0.492,44501,3
0.853,0.593,0.782,0.563,44502,2
0.854,0.592,0.777,0.553,44503,2
0.802,0.595,0.18,0.543,44504,3
0.095,0.37,0.012,0.465,44505,1
0.269,0.744,0.296,0.606,44506,3
0.096,0.302,0.055,0.528,44507,1
0.237,0.257,0.047,0.325,44508,0
0.321,0.217,0.108,0.251,44509,0
0.677,0.096,0.105,0.439,44510,1
0.676,0.065,0.012,0.496,44511,1
0.682,0.037,0.057,0.491,44512,1
0.13,0.42,0.184,0.504,44513,3
0.759,0.723,0.117,0.433,44514,1
0.373,0.164,0.033,0.335,44515,0
0.832,0.659,0.652,0.476,44516,2
0.925,0.027,0.012,0.271,44517,0
0.621,0.099,0.08,0.337,44518,0
0.927,0.027,0.012,0.407,44519,1
0.928,0.028,0.016,0.306,44520,0
0.653,0.024,0.364,0.565,44521,3
0.004,0.534,0.012,0.414,44522,1
0.476,0.558,0.255,0.653,44523,3
0.652,0.698,0.152,0.331,44524,0
0.439,0.969,0.029,0.484,44525,1
0.948,0.02,0.012,0.322,44526,0
0.05,0.409,0.012,0.427,44527,1
0.859,0.692,0.012,0.465,44528,1
0.137,0.298,0.012,0.431,44529,1
0.555,0.546,0.012,0.258,44530,0
0.062,0.522,0.012,0.41,44531,1
0.351,0.663,0.794,0.514,44532,2
0.536,0.599,0.013,0.473,44533,1
0.115,0.564,0.178,0.492,44534,3
0.521,0.523,0.012,0.276,44535,0
0.662,0.605,0.064,0.315,44536,0
0.642,0.605,0.191,0.418,44537,3
0.8,0.726,0.283,0.472,44538,3
0.325,0.207,0.115,0.566,44539,1
0.651,0.37,0.012,0.724,44540,1
0.653,0.813,0.017,0.356,44541,0
0.754,0.687,0.059,0.699,44542,1
0.62,0.083,0.033,0.375,44543,0
0.552,0.548,0.012,0.274,44544,0
0.311,0.783,0.144,0.538,44545,1
0.544,0.547,0.012,0.493,44546,1
0.646,0.611,0.179,0.333,44547,3
0.499,0.953,0.027,0.51,44548,1
0.141,0.507,0.164,0.371,44549,3
0.814,0.398,0.012,0.675,44550,1
0.519,0.158,0.294,0.507,44551,3
0.752,0.69,0.052,0.52,44552,1
0.748,0.688,0.027,0.333,44553,0
0.75,0.687,0.024,0.257,44554,0
0.747,0.689,0.013,0.434,44555,1
0.436,0.988,0.134,0.551,44556,1
0.485,0.754,0.013,0.343,44557,0
0.481,0.154,0.155,0.355,44558,3
0.099,0.257,0.012,0.427,44559,1
0.148,0.254,0.012,0.424,44560,1
0.687,0.103,0.012,0.307,44561,0
0.751,0.689,0.012,0.486,44562,1
0.883,0.096,0.292,0.449,44563,3
0.649,0.639,0.116,0.535,44564,1
0.441,0.987,0.087,0.554,44565,1
0.869,0.014,0.065,0.275,44566,0
0.711,0.456,0.012,0.673,44567,1
0.195,0.725,0.228,0.525,44568,3
0.677,0.075,0.012,0.343,44569,0
0.112,0.257,0.012,0.568,44570,1
0.736,0.698,0.155,0.378,44571,3
0.934,0.023,0.012,0.298,44572,0
0.741,0.682,0.012,0.372,44573,0
0.361,0.756,0.256,0.763,44574,3
0.365,0.484,1.0,0.542,44575,2
0.059,0.132,0.012,0.661,44576,1
0.329,0.692,1.0,0.647,44577,2
0.932,0.024,0.012,0.271,44578,0
0.188,0.25,0.012,0.594,44579,1
0.273,0.774,0.203,0.457,44580,3
0.629,0.606,0.079,0.415,44581,1
0.59,0.077,0.031,0.579,44582,1
0.205,0.744,0.093,0.49,44583,1
0.099,0.462,0.012,0.724,44584,1
0.151,0.353,0.148,0.363,44585,3
0.641,0.605,0.171,0.288,44586,0
0.835,0.048,0.048,0.288,44587,0
0.258,0.468,0.26,0.659,44588,3
0.867,0.02,0.033,0.339,44589,0
0.186,0.267,0.04,0.372,44590,0
0.748,0.689,0.012,0.489,44591,1
0.555,0.556,0.012,0.321,44592,0
0.449,0.948,0.044,0.34,44593,0
0.069,0.534,0.037,0.428,44594,1
0.273,0.189,0.012,0.342,44595,0
0.28,0.19,0.012,0.321,44596,0
0.091,0.543,0.04,0.363,44597,0
0.278,0.767,0.219,0.448,44598,3
0.928,0.046,0.012,0.425,44599,1
0.697,0.11,0.247,0.394,44600,3
0.55,0.548,0.012,0.225,44601,0
0.521,0.723,0.105,0.387,44602,0
0.196,0.253,0.028,0.305,44603,0
0.921,0.439,0.012,0.661,44604,1
0.232,0.237,0.117,0.34,44605,0
0.644,0.621,0.077,0.291,44606,0
0.274,0.757,0.048,0.47,44607,1
0.645,0.688,0.012,0.43,44608,1
0.92,0.688,0.017,0.473,44609,1
0.171,0.626,0.19,0.392,44610,3
0.542,0.722,0.013,0.428,44611,1
0.439,0.983,0.056,0.427,44612,1
0.758,0.699,0.032,0.339,44613,0
0.084,0.597,0.016,0.435,44614,1
0.747,0.688,0.012,0.371,44615,0
0.888,0.669,0.247,0.526,44616,3
0.826,0.073,0.013,0.366,44617,0
0.89,0.689,0.057,0.664,44618,1
0.783,0.69,0.012,0.321,44619,0
0.892,0.69,0.056,0.69,44620,1
0.706,0.304,0.012,0.769,44621,1
0.896,0.69,0.012,0.496,44622,1
0.871,0.693,0.092,0.493,44623,1
0.887,0.691,0.012,0.493,44624,1
0.907,0.689,0.065,0.52,44625,1
0.492,0.81,0.012,0.326,44626,0
0.874,0.693,0.012,0.516,44627,1
0.436,0.913,0.012,0.513,44628,1
0.941,0.02,0.012,0.408,44629,1
0.892,0.692,0.019,0.489,44630,1
0.198,0.619,0.327,0.427,44631,3
0.681,0.623,0.012,0.316,44632,0
0.671,0.607,0.027,0.292,44633,0
0.88,0.691,0.044,0.436,44634,1
0.227,0.181,0.012,0.632,44635,1
0.929,0.689,0.019,0.514,44636,1
0.212,0.729,0.206,0.499,44637,3
0.656,0.592,0.15,0.297,44638,0
0.602,0.715,0.031,0.279,44639,0
0.698,0.549,0.012,0.306,44640,0
0.79,0.741,0.103,0.375,44641,0
0.648,0.622,0.073,0.299,44642,0
0.49,0.132,0.048,0.463,44643,1
0.911,0.692,0.021,0.444,44644,1
0.884,0.69,0.263,0.391,44645,3
0.682,0.663,0.012,0.329,44646,0
0.925,0.696,0.045,0.443,44647,1
0.126,0.382,0.037,0.402,44648,0
0.162,0.283,0.035,0.313,44649,0
0.218,0.655,0.65,0.487,44650,2
0.208,0.69,0.012,0.493,44651,1
0.081,0.185,0.192,0.775,44652,1
0.696,0.081,0.04,0.346,44653,0
0.127,0.343,0.119,0.593,44654,1
0.656,0.639,0.101,0.365,44655,0
0.442,0.843,0.012,0.485,44656,1
0.757,0.726,0.176,0.327,44657,3
0.265,0.756,0.147,0.465,44658,3
0.5,0.571,0.012,0.301,44659,0
0.499,0.571,0.012,0.244,44660,0
0.941,0.693,0.012,0.497,44661,1
0.716,0.564,0.012,0.404,44662,1
0.105,0.519,0.028,0.557,44663,1
0.506,0.566,0.012,0.269,44664,0
0.177,0.233,0.012,0.409,44665,1
0.439,0.233,0.012,0.708,44666,1
0.744,0.555,0.012,0.636,44667,1
0.089,0.413,0.012,0.385,44668,0
0.131,0.484,0.282,0.672,44669,3
0.197,0.205,0.012,0.514,44670,1
0.425,0.528,0.012,0.262,44671,0
0.496,0.572,0.012,0.236,44672,0
0.817,0.684,0.107,0.376,44673,0
0.084,0.495,0.027,0.562,44674,1
0.167,0.258,0.012,0.519,44675,1
0.436,0.144,0.033,0.36,44676,0
0.263,0.208,0.012,0.437,44677,1
0.048,0.52,0.012,0.405,44678,1
0.265,0.209,0.012,0.438,44679,1
0.059,0.509,0.071,0.378,44680,0
0.067,0.525,0.012,0.592,44681,1
0.463,0.242,0.858,0.47,44682,2
0.446,0.887,0.021,0.46,44683,1
0.616,0.409,0.012,0.768,44684,1
0.254,0.204,0.051,0.58,44685,1
0.747,0.727,0.019,0.494,44686,1
0.686,0.636,0.203,0.518,44687,3
0.157,0.463,0.013,0.5,44688,1
0.405,0.382,0.012,0.715,44689,1
0.208,0.728,0.208,0.631,44690,3
0.652,0.313,0.012,0.695,44691,1
0.629,0.038,0.012,0.451,44692,1
0.597,0.042,0.139,0.61,44693,1
0.88,0.69,0.012,0.443,44694,1
0.181,0.202,0.012,0.432,44695,1
0.882,0.689,0.02,0.522,44696,1
0.284,0.198,0.012,0.438,44697,1
0.273,0.037,0.012,0.679,44698,1
0.8,0.698,0.035,0.455,44699,1
0.196,0.543,0.012,0.374,44700,0
0.335,0.203,0.012,0.301,44701,0
0.882,0.694,0.012,0.522,44702,1
0.525,0.528,0.012,0.583,44703,1
0.898,0.038,0.162,0.579,44704,1
0.685,0.668,0.012,0.507,44705,1
0.879,0.693,0.067,0.527,44706,1
0.607,0.849,0.013,0.446,44707,1
0.62,0.803,0.024,0.286,44708,0
0.834,0.029,0.012,0.352,44709,0
0.894,0.689,0.012,0.535,44710,1
0.701,0.021,0.282,0.705,44711,3
0.372,0.352,0.012,0.804,44712,1
0.698,0.689,0.012,0.411,44713,1
0.369,0.306,0.012,0.61,44714,1
0.065,0.446,0.012,0.489,44715,1
0.509,0.835,0.012,0.366,44716,0
0.624,0.088,0.015,0.304,44717,0
0.084,0.48,0.012,0.422,44718,1
0.088,0.48,0.023,0.421,44719,1
0.489,0.747,0.012,0.423,44720,1
0.596,0.711,0.012,0.29,44721,0
0.164,0.462,0.012,0.239,44722,0
0.94,0.003,0.04,0.248,44723,0
0.236,0.749,0.264,0.511,44724,3
0.337,0.203,0.012,0.268,44725,0
0.405,0.711,0.287,0.427,44726,3
0.099,0.363,0.012,0.393,44727,0
0.149,0.475,0.012,0.46,44728,1
0.85,0.061,0.012,0.263,44729,0
0.141,0.474,0.025,0.279,44730,0
0.507,0.979,0.012,0.506,44731,1
0.93,0.016,0.08,0.324,44732,0
0.121,0.473,0.021,0.283,44733,0
0.074,0.523,0.012,0.486,44734,1
0.286,0.228,0.192,0.298,44735,3
0.297,0.774,0.159,0.514,44736,3
0.068,0.534,0.032,0.311,44737,0
0.081,0.425,0.017,0.312,44738,0
0.846,0.027,0.012,0.397,44739,0
0.074,0.541,0.041,0.472,44740,1
0.655,0.108,0.156,0.242,44741,0
0.799,0.703,0.012,0.616,44742,1
0.678,0.035,0.705,0.534,44743,2
0.622,0.531,0.012,0.471,44744,1
0.598,0.588,0.012,0.333,44745,0
0.186,0.261,0.012,0.394,44746,0
0.04,0.555,0.013,0.448,44747,1
0.838,0.047,0.012,0.305,44748,0
0.517,0.707,0.216,0.627,44749,3
0.196,0.636,0.224,0.432,44750,3
0.646,0.629,0.109,0.471,44751,1
0.901,0.682,0.288,0.496,44752,3
0.532,0.55,0.012,0.256,44753,0
0.264,0.206,0.016,0.425,44754,1
0.771,0.703,0.139,0.451,44755,3
0.311,0.173,0.015,0.304,44756,0
0.693,0.099,0.012,0.274,44757,0
0.541,0.556,0.023,0.234,44758,0
0.468,0.776,0.012,0.455,44759,1
0.641,0.614,0.162,0.393,44760,3
0.715,0.649,0.514,0.673,44761,2
0.401,0.896,0.012,0.513,44762,1
0.511,0.275,0.255,0.576,44763,3
0.718,0.692,0.037,0.314,44764,0
0.604,0.718,0.012,0.412,44765,1
0.638,0.621,0.084,0.495,44766,1
0.61,0.353,0.012,0.637,44767,1
0.377,0.154,0.012,0.454,44768,1
0.244,0.748,0.017,0.506,44769,1
0.347,0.575,1.0,0.427,44770,2
0.373,0.777,0.103,0.534,44771,1
0.74,0.106,0.012,0.335,44772,0
0.242,0.749,0.263,0.637,44773,3
0.568,0.544,0.012,0.315,44774,0
0.513,0.978,0.012,0.533,44775,1
0.549,0.547,0.012,0.319,44776,0
0.35,0.163,0.033,0.331,44777,0
0.843,0.424,0.371,0.655,44778,3
0.353,0.189,0.139,0.414,44779,3
0.226,0.755,0.199,0.491,44780,3
0.445,0.726,0.012,0.33,44781,0
0.733,0.684,0.012,0.316,44782,0
0.088,0.413,0.012,0.352,44783,0
0.414,0.477,0.012,0.616,44784,1
0.608,0.065,0.17,0.45,44785,3
0.798,0.694,0.085,0.577,44786,1
0.712,0.612,0.032,0.448,44787,1
0.552,0.847,0.012,0.342,44788,0
0.797,0.725,0.025,0.461,44789,1
0.519,0.713,0.061,0.457,44790,1
0.944,0.031,0.012,0.486,44791,1
0.224,0.483,0.012,0.659,44792,1
0.588,0.545,0.012,0.599,44793,1
0.269,0.229,0.232,0.37,44794,3
0.438,0.844,0.012,0.501,44795,1
0.276,0.736,0.368,0.493,44796,3
0.563,0.704,0.012,0.341,44797,0
0.426,0.979,0.012,0.393,44798,0
0.644,0.678,0.023,0.363,44799,0
0.801,0.695,0.012,0.421,44800,1
0.887,0.692,0.044,0.469,44801,1
0.581,0.706,0.095,0.347,44802,0
0.171,0.268,0.012,0.443,44803,1
0.728,0.689,0.02,0.307,44804,0
0.542,0.119,0.02,0.275,44805,0
0.641,0.459,0.519,0.721,44806,2
0.589,0.332,0.012,0.732,44807,1
0.657,0.634,0.123,0.412,44808,3
0.518,0.673,0.027,0.358,44809,0
0.317,0.734,0.522,0.438,44810,2
0.72,0.677,0.012,0.39,44811,0
0.493,0.136,0.067,0.327,44812,0
0.069,0.524,0.012,0.253,44813,0
0.304,0.358,0.567,0.528,44814,2
0.198,0.493,0.028,0.254,44815,0
0.236,0.373,0.116,0.606,44816,1
0.223,0.751,0.243,0.458,44817,3
0.13,0.554,0.174,0.448,44818,3
0.619,0.641,0.012,0.281,44819,0
0.263,0.206,0.025,0.434,44820,1
0.641,0.596,0.027,0.242,44821,0
0.118,0.407,0.012,0.274,44822,0
0.054,0.538,0.015,0.234,44823,0
0.237,0.766,0.198,0.498,44824,3
0.25,0.254,0.139,0.231,44825,0
0.817,0.726,0.311,0.399,44826,3
0.521,0.527,0.012,0.282,44827,0
0.789,0.725,0.316,0.374,44828,3
0.15,0.397,0.148,0.34,44829,0
0.158,0.271,0.079,0.328,44830,0
0.706,0.056,0.029,0.333,44831,0
0.652,0.884,0.012,0.692,44832,1
0.162,0.62,0.012,0.293,44833,0
0.103,0.516,0.012,0.76,44834,1
0.275,0.197,0.016,0.359,44835,0
0.839,0.059,0.012,0.331,44836,0
0.52,0.559,0.012,0.349,44837,0
0.391,0.133,0.017,0.371,44838,0
0.439,0.728,0.012,0.264,44839,0
0.315,0.583,0.188,0.581,44840,3
0.247,0.481,0.206,0.383,44841,3
0.368,0.248,0.218,0.656,44842,3
0.45,0.695,0.012,0.282,44843,0
0.807,0.074,0.012,0.254,44844,0
0.221,0.754,0.158,0.516,44845,3
0.122,0.628,0.121,0.241,44846,0
0.9,0.694,0.012,0.45,44847,1
0.491,0.57,0.012,0.573,44848,1
0.515,0.606,0.012,0.411,44849,1
0.386,0.775,0.103,0.354,44850,0
0.072,0.524,0.016,0.231,44851,0
0.484,0.757,0.028,0.368,44852,0
0.151,0.455,0.203,0.248,44853,0
0.666,0.587,0.226,0.292,44854,3
0.088,0.478,0.041,0.237,44855,0
0.067,0.523,0.017,0.253,44856,0
0.924,0.583,0.012,0.551,44857,1
0.626,0.627,0.085,0.446,44858,1
0.159,0.538,0.207,0.343,44859,3
0.093,0.415,0.035,0.35,44860,0
0.433,0.556,0.012,0.588,44861,1
0.296,0.777,0.023,0.521,44862,1
0.096,0.526,0.091,0.279,44863,0
0.717,0.673,0.012,0.332,44864,0
0.837,0.735,0.012,0.415,44865,1
0.445,0.725,0.012,0.444,44866,1
0.009,0.493,0.005,0.724,44867,1
0.194,0.266,0.049,0.356,44868,0
0.208,0.266,0.015,0.319,44869,0
0.236,0.75,0.259,0.609,44870,3
0.135,0.351,0.035,0.489,44871,1
0.376,0.405,0.012,0.699,44872,1
0.856,0.066,0.012,0.338,44873,0
0.36,0.711,0.023,0.453,44874,1
0.656,0.012,0.012,0.643,44875,1
0.493,0.321,0.012,0.709,44876,1
0.619,0.712,0.012,0.54,44877,1
0.61,0.83,0.012,0.299,44878,0
0.486,0.747,0.016,0.334,44879,0
0.371,0.664,0.555,0.462,44880,2
0.206,0.725,0.167,0.459,44881,3
0.382,0.688,0.463,0.43,44882,2
0.81,0.705,0.029,0.338,44883,0
0.188,0.523,0.012,0.268,44884,0
0.427,0.743,0.143,0.399,44885,3
0.076,0.525,0.012,0.252,44886,0
0.722,0.677,0.012,0.339,44887,0
0.006,0.505,0.012,0.358,44888,0
0.738,0.439,0.597,0.593,44889,2
0.213,0.613,0.862,0.505,44890,2
0.159,0.5,0.015,0.228,44891,0
0.637,0.379,0.167,0.69,44892,1
0.189,0.257,0.029,0.249,44893,0
0.063,0.531,0.023,0.273,44894,0
0.969,0.436,0.346,0.687,44895,3
0.75,0.717,0.031,0.293,44896,0
0.474,0.53,0.012,0.313,44897,0
0.811,0.727,0.227,0.342,44898,3
0.487,0.967,0.012,0.532,44899,1
0.362,0.195,0.012,0.295,44900,0
0.529,0.469,0.012,0.733,44901,1
0.863,0.684,0.016,0.461,44902,1
0.14,0.553,0.012,0.289,44903,0
0.612,0.621,0.025,0.33,44904,0
0.287,0.192,0.012,0.389,44905,0
0.238,0.625,0.367,0.327,44906,3
0.38,0.162,0.039,0.357,44907,0
0.467,0.074,0.012,0.526,44908,1
0.752,0.089,0.012,0.247,44909,0
0.799,0.05,0.028,0.312,44910,0
0.396,0.967,0.012,0.283,44911,0
0.233,0.831,0.164,0.493,44912,3
0.124,0.35,0.031,0.287,44913,0
0.354,0.839,0.121,0.464,44914,1
0.475,0.529,0.012,0.318,44915,0
0.476,0.53,0.012,0.374,44916,0
0.473,0.529,0.012,0.399,44917,0
0.207,0.742,0.151,0.479,44918,3
0.146,0.53,0.196,0.269,44919,3
0.856,0.682,0.016,0.47,44920,1
0.647,0.613,0.18,0.355,44921,3
0.778,0.691,0.012,0.525,44922,1
0.726,0.617,0.012,0.408,44923,1
0.101,0.511,0.575,0.388,44924,2
0.816,0.717,0.164,0.472,44925,3
0.606,0.79,0.012,0.247,44926,0
0.866,0.095,0.559,0.705,44927,2
0.488,0.596,0.012,0.347,44928,0
0.482,0.114,0.291,0.48,44929,3
0.609,0.594,0.012,0.376,44930,0
0.06,0.526,0.012,0.305,44931,0
0.381,0.728,0.012,0.263,44932,0
0.948,0.036,0.288,0.523,44933,3
0.38,0.166,0.057,0.439,44934,1
0.437,0.727,0.012,0.537,44935,1
0.457,0.693,0.091,0.25,44936,0
0.439,0.722,0.031,0.227,44937,0
0.315,0.335,0.012,0.645,44938,1
0.45,0.146,0.044,0.308,44939,0
0.736,0.613,0.012,0.424,44940,1
0.951,0.024,0.136,0.337,44941,0
0.932,0.018,0.142,0.396,44942,3
0.703,0.57,0.012,0.383,44943,0
0.338,0.792,0.183,0.431,44944,3
0.13,0.345,0.02,0.53,44945,1
0.11,0.353,0.012,0.353,44946,0
0.434,0.744,0.124,0.222,44947,0
0.044,0.526,0.035,0.284,44948,0
0.489,0.69,0.012,0.411,44949,1
0.185,0.26,0.017,0.34,44950,0
0.436,0.723,0.012,0.233,44951,0
0.94,0.025,0.017,0.283,44952,0
0.64,0.612,0.147,0.335,44953,0
0.609,0.828,0.028,0.275,44954,0
0.631,0.649,0.012,0.432,44955,1
0.582,0.695,0.101,0.467,44956,1
